age	work-class	fnlwgt	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country
-0.0426766217558055	0.0016720174853291359	-0.0005572789566443831	-0.01761112688636937	-0.06256630833490953	-0.0023139548005226412	-0.032225267360172366	0.002014067153684268	-0.03221520141911968	-0.018720967044349182	-0.0036891479870211352	-0.015105557064055142	0.0008473468142103924
0.06776518281747257	-0.001717202949813923	-0.02676492184137219	-0.06814782979171322	0.09165632432282916	0.008633565300328605	0.2835041451040213	0.013144195989394702	-0.03555348870534718	-0.02826997113201568	-0.009481466236902603	0.0021676403461362848	0.0005946113194849612
-0.07900377093341462	0.004164730028825087	0.0002719432746964845	0.16240603337267645	0.10001111114555811	0.0021770520492992995	0.021097356450226104	-0.03647576089701696	0.024298558771824297	-0.022354840378789362	-0.008807060269059377	0.0855844856962884	0.0018953820281265021
-0.06611000498166825	0.002496157788276082	0.0009333460836961766	0.08131781824856563	-0.0758690307392776	3.329392631751249e-05	-0.04746068961150188	0.00373434837355989	-0.041966925897459234	-0.02150002288366598	-0.00848810626873829	-0.00842346601541577	0.0007662251389798924
-0.04054105559202961	-0.008496754993725694	0.001141839572779621	-0.0214554287769117	-0.08683132293950825	-0.00030757166491900134	-0.04704975937910447	0.002348687950247924	0.014228542117608753	0.024976390748000135	-0.0088504348400886	0.03667625440505408	0.001455415993876441
0.07769658072315871	0.004214484984763067	-0.016421823952384618	0.22446465955042555	0.0918268558502594	-0.003993838366099456	0.037794859741911935	0.005682453596937864	0.02569337493477486	-0.018017750704194063	-0.00813747136858467	0.04042049439181064	0.003545008145105666
0.03161655984004441	-0.0063502840411509	-0.009390709598237013	-0.03232422918428135	0.03630721690336414	0.0012729763788792425	0.004582748418422211	0.0021992684933214157	0.011379705921565786	0.6758382038294343	-0.005128767504210374	0.034006246770833026	0.0008358722860755119
-0.07227779137554152	0.0012729969778207256	-0.0013268174118732656	-0.03506490606428714	-0.03886379848711022	-0.0005926086510094353	-0.02797169273249614	-0.005940441649604805	-0.024049834684446353	-0.018017566591443795	-0.004890404504995172	-0.006466177945414514	0.0006468548548711484
0.034210181590927896	0.002087944023233368	0.007924382206118671	0.04676996239390384	-0.14300120680005157	0.0021821488103344333	-0.04471852367674428	0.0027925791652643334	-0.05175883472821896	-0.01976226303956566	-0.005001730633336671	-0.00822222170071124	0.0019226775845582744
0.08551867861983818	0.004105609773611463	-0.017223847548624063	-0.07204307538036377	0.0821589034620607	-0.0012367104602198503	0.0018210357853079284	0.006241707473019692	0.02324462030083707	0.08110123864294072	-0.012079631141633698	-0.002083185881967986	0.0025805396506718425
0.042111372327717306	-0.017103479145205686	0.008109825819821056	0.1257036844915783	-0.08251953573542598	0.002859106041139127	-0.057188675432602844	0.006064759507744585	0.017493378412038692	-0.02347221745752795	-0.01312969683183889	0.008840257754365904	0.0026147713045236096
-0.0004072753792870587	0.002167923371389144	0.00477775080527551	-0.04953798514876559	-0.08995094564607459	-0.0005141539712078119	-0.03773975241135233	0.002284533563600366	0.009666789876214096	-0.019443337735422048	-0.005147548964496235	-0.009944358624299376	0.0010605144417954182
0.03034559675392668	0.004857365792065736	-0.0035763030594929924	0.12225060533720399	-0.08744260827548112	0.0013784153487198993	-0.05531776455982027	0.006063379605306604	0.01741332239433232	-0.02314702821481762	-0.011562720035998867	-0.0061595916276773605	0.0023065692926098006
0.05393145200238235	0.004069550906305584	-0.008283047625059561	-0.2775058189001054	0.0644881503830344	-0.004872021737156125	0.15598569382132144	0.007668503759289399	-0.034840702219605814	-0.02550995914081393	-0.007870306718894542	0.016938240160169794	0.00026278751299684683
-0.011631216568327107	0.00669443277883891	0.007516818906364575	-0.011846238357308359	0.11025726520941115	-0.002211722207860367	0.29816596341684604	0.013748464731854232	-0.03970914009286963	-0.029487205841401826	-0.0073373930513413455	-0.027807147870720764	0.0012178290642736456
0.020204855614529213	0.001800940296164899	-0.0005778092807285085	-0.07941999152846546	-0.07532981285508546	0.0014294644480363633	0.014196123351562728	-0.023292499268188854	-0.020679673219181766	-0.02025533639877783	-0.005929617474197346	-0.04205301770250068	0.0007671571121346532
0.07468440746098992	0.005467958713852722	-0.01869600387786302	0.05028056815227522	0.11008199849296854	0.004477227564047781	0.013360902341845199	0.005973078305277657	0.024591614365387537	0.08767019988160224	-0.010809319355512742	0.05475889348938462	0.0023837189234081624
0.07699450647046857	-0.003997354894409277	-0.00017099245541707386	0.2974227237248472	0.09298228359934685	-0.0006543277885346088	0.02283361826707747	0.005863385182197534	0.025742881467526735	-0.017920905883982985	-0.007662187654420866	0.0028985888784421876	0.0026385084661225133
0.029306717989256326	-0.019734227715459074	-0.007685893401025767	0.09128049947618078	0.08911259194073912	0.006158649357527468	0.24115887928465762	0.008472354092100176	-0.033618240859314974	0.35263572649050123	-0.006478699186621917	-0.02695162828616321	0.0036867847187982417
-0.023366166307953684	0.0006120825235272354	0.00610146967199332	0.07783935136476242	-0.10904171551910957	0.0015520784474917365	0.01964225693556093	-0.03247040178085482	-0.03663246565394421	-0.024570917896454186	-0.006483297885159861	-0.04464332270409277	0.0009006211336968217
0.01762320708409565	0.0026602403491569754	0.008258367074707021	-0.2106298197821812	0.05018516258455725	0.00027116047094030704	-0.006719004929489736	0.0036534927617191265	0.012105379468753633	-0.019707637846447273	-0.006161289753734506	-0.0102754404493305	-0.0044046883239651224
-0.025723272946673897	-0.004505731967769766	-0.0027801797357659974	-0.03431752911492919	-0.06165348770352143	0.0021802849435183513	-0.04686840819728308	-0.00617879377792846	0.006656165397299463	-0.02115433547936091	-0.005180430489899579	-0.006233333612754383	0.0006049348277932798
0.05070291320114703	0.002691380883601841	-0.013140904004829583	0.17247320643366995	-0.1694716630707021	-0.008494875865313231	0.0041850664992526595	0.008139828835604197	0.019979512153139957	-0.028627058430548077	-0.008542428116807938	-0.0014196725932991297	0.0025021362752104606
-0.06494006487035643	0.001258527837912693	0.002105080163027198	-0.033515524977938166	-0.035413245561037865	-0.0007742841091937791	-0.028731778838217287	0.002099946121383839	-0.022898406934691	-0.017898212836727018	-0.004671019524275427	-0.03173012573019482	0.0006656433520804972
-0.08355548441091831	0.0031406331693165264	-0.021171554050630773	-0.026672478582126964	0.06704518826744134	0.0013283704550452486	0.003052597988280857	0.005488343737111354	0.018267056865971194	-0.022807033560295162	-0.008208353188738322	0.04036548369913867	0.0013843533500659116
-0.05477885315059672	-0.0019104353836184307	-0.0020942267204309	0.09067532283912452	-0.08909459179687908	0.0004884667169860885	-0.046848035069776486	0.004006399493432414	0.012009689345158711	-0.021346799797440863	-0.009269634579375186	-0.03485818757325326	0.0010305086033234045
0.0818095661043818	0.0032274773491856286	-0.003485745302474711	-0.07066553005583996	-0.0328999659073295	0.013512517329627875	0.024372023794295913	0.008382836132513078	0.011734497446145385	-0.0284346101964719	-0.010962939319812643	-0.0040590868606601785	0.0016027888964575375
